FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_ejer,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,wkb_geometry
cykelstativ.4041,6372,6320,J.A. Schwartz Gade,0,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-26T16:32:26.376,2018-08-09T11:04:28.195,,,,,2,POINT (12.576114194320017 55.69333649218715)
cykelstativ.4042,6374,6320,J.A. Schwartz Gade,0,Indre By,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-26T16:32:26.376,2018-08-09T11:04:28.195,,,,,2,POINT (12.5770638195229 55.692976148229334)
cykelstativ.4043,5623,6336,Serbiensgade,0,Amager Vest,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.613737820171766 55.664627188925934)
cykelstativ.4044,5630,6336,Serbiensgade,0,Amager Vest,Noli,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.613423805841823 55.66454944028241)
cykelstativ.4045,5629,6336,Serbiensgade,0,Amager Vest,Noli,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.61345986336888 55.66455861331835)
cykelstativ.4046,5628,6336,Serbiensgade,0,Amager Vest,Noli,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.613489796422282 55.664566829551816)
cykelstativ.4047,5627,6336,Serbiensgade,0,Amager Vest,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.613572101605609 55.66458658118079)
cykelstativ.4048,5626,6336,Serbiensgade,0,Amager Vest,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.613606047939221 55.66459467908857)
cykelstativ.4049,5625,6336,Serbiensgade,0,Amager Vest,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.613637883024419 55.66460170190379)
cykelstativ.4050,5624,6336,Serbiensgade,0,Amager Vest,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.613666760514956 55.66460938055161)
cykelstativ.4051,5622,6336,Serbiensgade,0,Amager Vest,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.613762475165476 55.664632717388194)
cykelstativ.4052,5621,6336,Serbiensgade,0,Amager Vest,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.613791248054072 55.66463926177383)
cykelstativ.4053,5620,6336,Serbiensgade,0,Amager Vest,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.613823187856179 55.66464741877207)
cykelstativ.4054,5619,6336,Serbiensgade,0,Amager Vest,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Digitaliseret manuelt,2014-08-26T08:43:35,2018-08-09T11:04:28.195,,,,,2,POINT (12.61385929788806 55.66465715880397)
cykelstativ.4055,875,6340,Serridslevvej,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,40,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-17T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.574753924732365 55.70533508208314)
cykelstativ.4056,874,6340,Serridslevvej,0,Østerbro,Model 32,På facade,Enkeltsidet,Skråt 45 grader,25,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-17T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.574389943684745 55.70552978916512)
cykelstativ.4057,1773,6344,Shetlandsgade,0,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-09T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.606554262064202 55.65896765342228)
cykelstativ.4058,7909,6344,Shetlandsgade,,Amager Vest,Noli,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-06T08:29:30.394,2019-08-06T08:50:38.788,,,,,2,POINT (12.606679255696976 55.65878401227117)
cykelstativ.4059,7910,6344,Shetlandsgade,,Amager Vest,Noli,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-06T08:29:30.394,,,,,,2,POINT (12.606605806089249 55.658745668037966)
cykelstativ.4060,6068,6358,Sifs Plads,,Nørrebro,Bycykelstativ,Ikke registreret,Ikke registreret,Ikke registreret,24,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2016-07-18T14:56:31.595,2018-08-09T11:04:28.195,,,,,2,POINT (12.557560589194395 55.70319796633645)
cykelstativ.4061,1712,6364,Sigerstedgade,0,Vesterbro-Kongens Enghave,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-23T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.549117868801916 55.66454129802454)
cykelstativ.4062,7193,6364,Sigerstedgade,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.549561434257146 55.6642356164679)
cykelstativ.4063,5766,6364,Sigerstedgade,0,Vesterbro-Kongens Enghave,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Privat,,,Digitaliseret manuelt,2001-08-23T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.54908110552104 55.66456643623385)
cykelstativ.4064,1148,6372,Sigurdsgade,0,Nørrebro,NO,På plads,Enkeltsidet,Vinkelret,3,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.549148092611984 55.70353687804415)
cykelstativ.4065,1439,6372,Sigurdsgade,0,Nørrebro,Andet,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.549299797516726 55.70359771608643)
cykelstativ.4066,1422,6372,Sigurdsgade,0,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-29T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.556638675738688 55.70362824182583)
cykelstativ.4067,1146,6372,Sigurdsgade,0,Nørrebro,NO,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.54923242276985 55.70356233784098)
cykelstativ.4068,1147,6372,Sigurdsgade,0,Nørrebro,NO,På plads,Dobbeltsidet,Vinkelret,26,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-07-30T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.549217361669125 55.703491884840005)
